kind,class,ref_addr,size,instr_structural,instr_offset_only,instr_const_only,name
OBJECT,data,0x20188834,208,,,,vtable for deluge::gui::menu_item::audio_clip::AudioSourceSelector
OBJECT,data,0x20188904,208,,,,vtable for deluge::gui::menu_item::audio_clip::SpecificSourceOutputSelector
OBJECT,data,0x20188b0c,216,,,,vtable for deluge::gui::menu_item::audio_clip::Reverse
OBJECT,data,0x20188be4,208,,,,vtable for deluge::gui::menu_item::audio_clip::SampleMarkerEditor
OBJECT,data,0x20189bdc,208,,,,vtable for deluge::gui::menu_item::firmware::Version
OBJECT,data,0x20189cac,208,,,,vtable for deluge::gui::menu_item::battery::Level
OBJECT,data,0x2018c2fc,208,,,,vtable for deluge::gui::menu_item::ActiveScaleMenu
OBJECT,data,0x2018d9f0,208,,,,vtable for deluge::gui::menu_item::stem_export::Start
OBJECT,data,0x2018daf8,208,,,,vtable for deluge::gui::menu_item::song::ConfigureMacros
OBJECT,data,0x2018dbc8,208,,,,vtable for deluge::gui::menu_item::song::MidiLearn
OBJECT,data,0x2018dcc4,208,,,,vtable for deluge::gui::menu_item::reset_settings::Reset
OBJECT,data,0x20191548,72,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutIsomorphic
OBJECT,data,0x201915d8,72,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutPiano
OBJECT,data,0x201d8474,68,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutVelocityDrums
OBJECT,data,0x201d84b8,68,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutNorns
OBJECT,data,0x2017bd24,72,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutChord
OBJECT,data,0x2017e348,124,,,,vtable for deluge::hid::display::SevenSegment
OBJECT,data,0x2018a454,208,,,,vtable for deluge::gui::menu_item::midi::Command
OBJECT,data,0x2018e100,116,,,,vtable for ExpressionParamSet
OBJECT,data,0x20190bc4,200,,,,vtable for ArrangerView
OBJECT,data,0x20191590,72,,,,vtable for deluge::gui::ui::keyboard::layout::KeyboardLayoutInKey
OBJECT,data,0x2017ba94,32,,,,vtable for NumericLayerScrollTransition
OBJECT,data,0x2018fb5c,24,,,,vtable for deluge::gui::ui::keyboard::controls::ChordColumn
OBJECT,data,0x2018fb74,24,,,,vtable for deluge::gui::ui::keyboard::controls::SongChordMemColumn
OBJECT,data,0x2018fb8c,24,,,,vtable for deluge::gui::ui::keyboard::controls::ChordMemColumn
OBJECT,data,0x2018fbc4,24,,,,vtable for deluge::gui::ui::keyboard::controls::DXColumn
OBJECT,data,0x201907a8,200,,,,vtable for SessionView
OBJECT,data,0x20190870,200,,,,vtable for PerformanceView
OBJECT,data,0x20190938,224,,,,vtable for InstrumentClipView
OBJECT,data,0x20190af8,204,,,,vtable for AudioClipView
OBJECT,data,0x20192c34,164,,,,vtable for deluge::gui::context_menu::sample_browser::Synth
OBJECT,data,0x20192cd8,164,,,,vtable for deluge::gui::context_menu::sample_browser::Kit
OBJECT,data,0x20192ec4,164,,,,vtable for deluge::gui::context_menu::MidiLearnMode
OBJECT,data,0x2017b6fc,180,,,,vtable for SampleBrowser
OBJECT,data,0x2017b86c,88,,,,vtable for MIDICableUSBHosted
OBJECT,data,0x2017baf4,32,,,,vtable for NumericLayerBasicText
OBJECT,data,0x2017bb78,116,,,,vtable for GlobalEffectableForClip
OBJECT,data,0x2017e22c,88,,,,vtable for MIDIDeviceLumiKeys
OBJECT,data,0x2018ddc4,52,,,,C.118.102
OBJECT,data,0x2018e174,116,,,,vtable for PatchedParamSet
OBJECT,data,0x2018e1e8,116,,,,vtable for UnpatchedParamSet
OBJECT,data,0x2018fb2c,24,,,,vtable for deluge::gui::ui::keyboard::controls::VelocityColumn
OBJECT,data,0x20190c8c,140,,,,vtable for SoundEditor
OBJECT,data,0x20190d18,140,,,,vtable for Slicer
OBJECT,data,0x20191094,140,,,,vtable for SampleMarkerEditor
OBJECT,data,0x20191698,180,,,,vtable for DxSyxBrowser
OBJECT,data,0x201930b0,164,,,,vtable for deluge::gui::context_menu::ConfigureSongMacros
OBJECT,data,0x201ddac0,4,,,,voltageReadingLastTime
OBJECT,data,0x20177af0,20,,,,vtable for std::bad_expected_access<void>
OBJECT,data,0x20177b04,20,,,,vtable for std::bad_expected_access<Error>
OBJECT,data,0x2017a078,32,,,,CSWTCH.171
OBJECT,data,0x2017a098,16,,,,CSWTCH.174
OBJECT,data,0x2017b140,36,,,,chordNames
OBJECT,data,0x2017b200,220,,,,deluge::modulation::params::getPatchedParamDisplayName(long)::NAMES
OBJECT,data,0x2017b5d4,24,,,,vtable for ConsequenceClipLength
OBJECT,data,0x2017b5ec,24,,,,vtable for ConsequenceClipInstanceExistence
OBJECT,data,0x2017b604,24,,,,vtable for ConsequenceNoteExistence
OBJECT,data,0x2017b61c,24,,,,vtable for ConsequenceClipInstanceChange
OBJECT,data,0x2017b6c4,16,,,,vtable for CopiedNoteRow
OBJECT,data,0x2017b8c4,24,,,,vtable for ConsequenceAudioClipSetSample
OBJECT,data,0x2017b8dc,16,,,,vtable for DrumName
OBJECT,data,0x2017b8ec,40,,,,vtable for AudioFile
OBJECT,data,0x2017bab4,32,,,,vtable for NumericLayerLoadingAnimation
OBJECT,data,0x2017bad4,32,,,,vtable for NumericLayerScrollingText
OBJECT,data,0x2017bb14,100,,,,vtable for ModControllableAudio
OBJECT,data,0x2017bbf4,48,,,,vtable for ArpeggiatorForDrum
OBJECT,data,0x2017bc60,196,,,,vtable for GateDrum
OBJECT,data,0x2017db28,104,,,,vtable for GlobalEffectable
OBJECT,data,0x2017de24,20,,,,vtable for deluge::gui::menu_item::HorizontalMenuContainer
OBJECT,data,0x2018df90,48,,,,vtable for Arpeggiator
OBJECT,data,0x2018e08c,116,,,,vtable for PatchCableSet
OBJECT,data,0x2018e304,292,,,,vtable for AudioOutput
OBJECT,data,0x2018e4e8,324,,,,vtable for Kit
OBJECT,data,0x2018e870,300,,,,vtable for CVInstrument
OBJECT,data,0x2018ef58,24,,,,vtable for ConsequenceScaleAddNote
OBJECT,data,0x2018f2e0,24,,,,vtable for ConsequenceNoteRowHorizontalShift
OBJECT,data,0x2018f2f8,24,,,,vtable for ConsequencePerformanceViewPress
OBJECT,data,0x2018f310,24,,,,vtable for ConsequenceNoteRowMute
OBJECT,data,0x2018f33c,24,,,,vtable for ConsequenceTempoChange
OBJECT,data,0x2018f710,200,,,,vtable for MIDIDrum
OBJECT,data,0x2018f7d8,208,,,,construction vtable for Sound-in-SoundDrum
OBJECT,data,0x2018f8a8,208,,,,construction vtable for Sound-in-SoundInstrument
OBJECT,data,0x2018f9a8,24,,,,vtable for ConsequenceClipExistence
OBJECT,data,0x2018f9c0,24,,,,vtable for ConsequenceBeginPlayback
OBJECT,data,0x2018f9d8,24,,,,vtable for ConsequenceSwingChange
OBJECT,data,0x2018f9f0,24,,,,vtable for ConsequenceInstrumentClipMultiply
OBJECT,data,0x2018fa08,24,,,,vtable for ConsequenceArrangerParamsTimeInserted
OBJECT,data,0x2018fa44,232,,,,vtable for InstrumentClip
OBJECT,data,0x2018fb44,24,,,,vtable for deluge::gui::ui::keyboard::controls::ModColumn
OBJECT,data,0x2018fbdc,24,,,,vtable for deluge::gui::ui::keyboard::controls::SessionColumn
OBJECT,data,0x2018fe88,36,,,,vtable for MIDICableUSBUpstream
OBJECT,data,0x20190274,24,,,,vtable for ConsequenceNoteRowLength
OBJECT,data,0x201902d0,24,,,,vtable for ConsequenceClipHorizontalShift
OBJECT,data,0x20190378,24,,,,vtable for ConsequenceOutputExistence
OBJECT,data,0x20190390,24,,,,vtable for ConsequenceClipBeginLinearRecord
OBJECT,data,0x20190698,72,,,,vtable for Session
OBJECT,data,0x201906e0,72,,,,vtable for Arrangement
OBJECT,data,0x20190a18,224,,,,vtable for AutomationView
OBJECT,data,0x20190da4,188,,,,vtable for SaveSongUI
OBJECT,data,0x20190e60,188,,,,vtable for SaveMidiDeviceDefinitionUI
OBJECT,data,0x20190f1c,188,,,,vtable for SaveKitRowUI
OBJECT,data,0x20190fd8,188,,,,vtable for SaveInstrumentPresetUI
OBJECT,data,0x20191120,172,,,,vtable for RenameOutputUI
OBJECT,data,0x201911cc,172,,,,vtable for RenameMidiCCUI
OBJECT,data,0x20191278,172,,,,vtable for RenameDrumUI
OBJECT,data,0x20191324,172,,,,vtable for RenameClipUI
OBJECT,data,0x2019174c,140,,,,vtable for AudioRecorder
OBJECT,data,0x20192a48,164,,,,vtable for deluge::gui::context_menu::DoneStemExport
OBJECT,data,0x20192aec,164,,,,vtable for deluge::gui::context_menu::CancelStemExport
OBJECT,data,0x20192b90,164,,,,vtable for deluge::gui::context_menu::SaveSongOrInstrument
OBJECT,data,0x20192d7c,164,,,,vtable for deluge::gui::context_menu::ResetSettings
OBJECT,data,0x20192e20,164,,,,vtable for deluge::gui::context_menu::OverwriteFile
OBJECT,data,0x20192f68,164,,,,vtable for deluge::gui::context_menu::LoadInstrumentPreset
OBJECT,data,0x2019300c,164,,,,vtable for deluge::gui::context_menu::DeleteFile
OBJECT,data,0x201ddac4,1,,,,batteryCurrentRegion
OBJECT,data,0x201ddac5,1,,,,deluge::hid::encoders::EncoderTaskID
OBJECT,data,0x201de50c,24,,,,FavouritesManager::getFavouriteFilename[abi:cxx11](unsigned char)::emptyString
OBJECT,data,0x201dfe30,80,,,,deluge::dsp::sawTables
